run,R,S,T,P,noise,prob_end,repetitions,turns,n_strategies,selected_strategies
245,3.33,0.17,4.23,1.76,0.04,0.03,61,18,22,"Cooperator|Evolved FSM 16|Tit For 2 Tats|GTFT: 0.33|Random: 0.5|Anti Tit For Tat|Bully|Meta Winner: 20 players|DoubleCrosser: (D, D)|ZD-GTFT-2: 0.25, 0.5|Win-Stay Lose-Shift|Evolved HMM 5|Alternator|Meta Mixer: 20 players|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Cycler DC|Tit For Tat|Suspicious Tit For Tat|Defector|ZD-Extort-2: 0.1111111111111111, 0.5|Grudger"
246,4.11,1.53,4.41,1.93,0.07,0.09,65,184,14,"Bully|Evolved HMM 5|Alternator|ZD-Extort-2: 0.1111111111111111, 0.5|Tit For 2 Tats|Cycler DC|Win-Stay Lose-Shift|Evolved FSM 16|Defector|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Grudger|ZD-GTFT-2: 0.25, 0.5|DoubleCrosser: (D, D)"
247,2.63,0.45,4.22,1.05,0.06,0.06,58,104,15,"DoubleCrosser: (D, D)|ZD-GTFT-2: 0.25, 0.5|Suspicious Tit For Tat|Defector|Random: 0.5|Cycler DC|Evolved FSM 16|Win-Shift Lose-Stay: D|Meta Mixer: 13 players|Evolved HMM 5|Meta Winner: 13 players|Bully|ZD-Extort-2: 0.1111111111111111, 0.5|GTFT: 0.33|Soft Joss: 0.9"
248,3.31,1.18,4.02,1.33,0.07,0.1,27,22,7,"Meta Mixer: 5 players|DoubleCrosser: (D, D)|Soft Joss: 0.9|Meta Winner: 5 players|Defector|Evolved FSM 16|Evolved HMM 5"
249,3.4,0.34,5.1,1.85,0.06,0.06,40,183,19,"Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|ZD-GTFT-2: 0.25, 0.5|Evolved HMM 5|Grudger|Anti Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Stay Lose-Shift|Tit For Tat|Evolved FSM 16|Defector|Random: 0.5|Soft Joss: 0.9|Meta Mixer: 17 players|GTFT: 0.33|Meta Winner: 17 players|Tit For 2 Tats|Cycler DC|Bully"
250,4.09,1.26,4.69,2.45,0.05,0.07,63,91,12,Win-Stay Lose-Shift|Defector|Anti Tit For Tat|Meta Winner: 11 players|Win-Shift Lose-Stay: D|Evolved FSM 16|Random: 0.5|Evolved HMM 5|Bully|Soft Joss: 0.9|Alternator|GTFT: 0.33
251,3.1,0.78,4.17,2.79,0.01,0.03,42,4,6,Evolved FSM 16|Defector|Evolved HMM 5|Cycler DC|Soft Joss: 0.9|Grudger
252,4.14,0.73,4.29,1.48,0.1,0.08,40,170,17,"Meta Mixer: 16 players|Defector|Suspicious Tit For Tat|Evolved HMM 5|Grudger|Anti Tit For Tat|Win-Shift Lose-Stay: D|Tit For 2 Tats|DoubleCrosser: (D, D)|ZD-Extort-2: 0.1111111111111111, 0.5|Alternator|Bully|Tit For Tat|Evolved FSM 16|Win-Stay Lose-Shift|GTFT: 0.33|Cooperator"
253,4.63,1.11,5.49,2.93,0.07,0.05,28,136,16,"Alternator|Win-Stay Lose-Shift|Soft Joss: 0.9|Tit For 2 Tats|GTFT: 0.33|ZD-Extort-2: 0.1111111111111111, 0.5|Anti Tit For Tat|Random: 0.5|Win-Shift Lose-Stay: D|ZD-GTFT-2: 0.25, 0.5|Defector|Suspicious Tit For Tat|Meta Mixer: 15 players|Cycler DC|Grudger|Bully"
254,4.66,2.17,5.55,3.69,0.02,0.03,98,47,13,"ZD-GTFT-2: 0.25, 0.5|Alternator|Meta Mixer: 12 players|Bully|Evolved FSM 16|DoubleCrosser: (D, D)|Cooperator|Win-Shift Lose-Stay: D|Anti Tit For Tat|GTFT: 0.33|Tit For Tat|Defector|Random: 0.5"
255,3.25,0.65,4.11,3.01,0.06,0.01,25,23,22,"Cycler DC|Tit For 2 Tats|Evolved HMM 5|Defector|Cooperator|Evolved FSM 16|Win-Shift Lose-Stay: D|Meta Winner: 20 players|Tit For Tat|GTFT: 0.33|Anti Tit For Tat|Meta Mixer: 20 players|DoubleCrosser: (D, D)|Soft Joss: 0.9|Suspicious Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Stay Lose-Shift|Bully|Random: 0.5|Alternator|ZD-GTFT-2: 0.25, 0.5|Grudger"
256,3.76,1.03,4.29,1.6,0.09,0.07,23,9,5,Bully|Evolved HMM 5|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Alternator
257,3.62,1.7,5.15,3.46,0.04,0.08,18,139,10,"Alternator|Tit For 2 Tats|Random: 0.5|Cooperator|ZD-GTFT-2: 0.25, 0.5|Grudger|GTFT: 0.33|Evolved FSM 16|Cycler DC|Suspicious Tit For Tat"
258,4.1,1.1,4.11,3.01,0.09,0.03,68,195,12,"Meta Mixer: 10 players|Suspicious Tit For Tat|Defector|ZD-GTFT-2: 0.25, 0.5|Anti Tit For Tat|Tit For 2 Tats|Meta Winner: 10 players|Cycler DC|Grudger|Random: 0.5|Evolved HMM 5|GTFT: 0.33"
259,3.64,1.46,5.38,3.34,0.02,0.0,13,185,21,"Tit For Tat|Random: 0.5|Tit For 2 Tats|Bully|ZD-GTFT-2: 0.25, 0.5|Win-Stay Lose-Shift|Meta Mixer: 19 players|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Evolved FSM 16|Meta Winner: 19 players|Alternator|GTFT: 0.33|Defector|ZD-Extort-2: 0.1111111111111111, 0.5|Evolved HMM 5|Soft Joss: 0.9|Grudger|Cooperator|Cycler DC|Suspicious Tit For Tat"
260,4.41,1.74,5.61,2.56,0.09,0.01,84,60,5,Anti Tit For Tat|Cycler DC|Random: 0.5|Meta Mixer: 4 players|Alternator
261,4.7,0.82,4.94,1.17,0.01,0.02,16,79,6,Soft Joss: 0.9|Evolved FSM 16|Defector|Evolved HMM 5|Bully|Cooperator
262,3.33,0.15,4.23,2.43,0.02,0.03,96,103,13,"Cooperator|Evolved HMM 5|ZD-GTFT-2: 0.25, 0.5|Cycler DC|GTFT: 0.33|Suspicious Tit For Tat|Anti Tit For Tat|Win-Stay Lose-Shift|Bully|Defector|Random: 0.5|Grudger|Meta Mixer: 12 players"
263,2.95,1.31,4.28,2.36,0.04,0.09,15,35,6,Meta Mixer: 5 players|Evolved FSM 16|Tit For 2 Tats|Defector|Alternator|Random: 0.5
264,4.35,2.64,4.38,4.27,0.09,0.1,74,57,17,"Meta Mixer: 15 players|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|Anti Tit For Tat|Meta Winner: 15 players|Cooperator|Cycler DC|GTFT: 0.33|DoubleCrosser: (D, D)|Tit For Tat|Tit For 2 Tats|Bully|Soft Joss: 0.9|Alternator|Evolved FSM 16|Defector|Win-Stay Lose-Shift"
265,3.12,1.38,4.57,1.71,0.08,0.0,16,138,8,"Defector|Alternator|Random: 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Cooperator|Bully|Tit For Tat|Grudger"
266,3.68,1.58,4.89,2.12,0.09,0.02,24,84,10,"Cooperator|Tit For Tat|DoubleCrosser: (D, D)|Suspicious Tit For Tat|Tit For 2 Tats|Meta Mixer: 9 players|Bully|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Stay Lose-Shift|Soft Joss: 0.9"
267,2.92,0.87,4.11,1.42,0.02,0.04,68,185,9,Meta Mixer: 7 players|Grudger|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|GTFT: 0.33|Cycler DC|Anti Tit For Tat|Meta Winner: 7 players|Win-Stay Lose-Shift
268,4.97,2.8,4.98,3.35,0.03,0.07,41,64,13,"DoubleCrosser: (D, D)|Evolved HMM 5|Tit For Tat|Meta Mixer: 11 players|Cycler DC|Alternator|Meta Winner: 11 players|ZD-Extort-2: 0.1111111111111111, 0.5|Soft Joss: 0.9|Evolved FSM 16|Grudger|Win-Shift Lose-Stay: D|Random: 0.5"
269,3.09,0.88,4.2,1.17,0.07,0.04,37,34,14,"Win-Stay Lose-Shift|Tit For Tat|Bully|Alternator|Random: 0.5|Meta Winner: 12 players|Defector|Grudger|Meta Mixer: 12 players|ZD-Extort-2: 0.1111111111111111, 0.5|Soft Joss: 0.9|Tit For 2 Tats|Evolved HMM 5|DoubleCrosser: (D, D)"
270,3.95,1.87,4.59,3.06,0.06,0.02,97,21,22,"GTFT: 0.33|Anti Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Grudger|Meta Mixer: 20 players|Cooperator|Tit For 2 Tats|Defector|Tit For Tat|Win-Stay Lose-Shift|Alternator|Soft Joss: 0.9|Meta Winner: 20 players|Bully|ZD-GTFT-2: 0.25, 0.5|Cycler DC|Random: 0.5|DoubleCrosser: (D, D)|Suspicious Tit For Tat|Evolved FSM 16|Evolved HMM 5|Win-Shift Lose-Stay: D"
271,4.43,3.12,5.3,3.58,0.07,0.08,38,83,14,"Win-Shift Lose-Stay: D|ZD-Extort-2: 0.1111111111111111, 0.5|DoubleCrosser: (D, D)|Meta Winner: 13 players|Anti Tit For Tat|Bully|Grudger|Defector|Tit For Tat|Evolved FSM 16|Evolved HMM 5|Random: 0.5|ZD-GTFT-2: 0.25, 0.5|Tit For 2 Tats"
272,4.59,3.55,5.24,4.39,0.09,0.01,68,23,5,Tit For 2 Tats|Defector|Win-Stay Lose-Shift|Bully|Cooperator
273,2.26,0.18,4.33,1.19,0.02,0.1,12,76,16,"Meta Winner: 14 players|ZD-GTFT-2: 0.25, 0.5|Cycler DC|Random: 0.5|Grudger|DoubleCrosser: (D, D)|Soft Joss: 0.9|Meta Mixer: 14 players|GTFT: 0.33|Alternator|Evolved FSM 16|Cooperator|Anti Tit For Tat|Tit For 2 Tats|ZD-Extort-2: 0.1111111111111111, 0.5|Suspicious Tit For Tat"
274,4.5,2.73,4.57,3.94,0.07,0.02,40,30,4,GTFT: 0.33|Evolved HMM 5|Cycler DC|Soft Joss: 0.9
275,2.46,0.06,4.52,1.82,0.03,0.03,57,115,20,"Defector|ZD-GTFT-2: 0.25, 0.5|Win-Stay Lose-Shift|Cooperator|Alternator|Tit For 2 Tats|Random: 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Bully|Tit For Tat|Meta Winner: 18 players|DoubleCrosser: (D, D)|Meta Mixer: 18 players|Win-Shift Lose-Stay: D|Grudger|Soft Joss: 0.9|Suspicious Tit For Tat|GTFT: 0.33|Evolved HMM 5|Anti Tit For Tat"
276,4.97,3.3,5.94,4.95,0.08,0.07,66,87,6,"Random: 0.5|Anti Tit For Tat|Cycler DC|ZD-GTFT-2: 0.25, 0.5|Cooperator|Win-Stay Lose-Shift"
277,3.27,0.54,4.05,1.5,0.03,0.06,34,150,19,"Tit For Tat|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Alternator|Bully|Soft Joss: 0.9|ZD-GTFT-2: 0.25, 0.5|Meta Mixer: 17 players|Evolved FSM 16|Cooperator|Meta Winner: 17 players|Defector|Win-Stay Lose-Shift|ZD-Extort-2: 0.1111111111111111, 0.5|Evolved HMM 5|GTFT: 0.33|Random: 0.5|Tit For 2 Tats|Anti Tit For Tat"
278,4.16,1.39,4.43,3.34,0.04,0.02,64,187,16,"Cycler DC|Evolved HMM 5|Evolved FSM 16|Bully|Meta Winner: 15 players|Suspicious Tit For Tat|Win-Stay Lose-Shift|Tit For Tat|DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|Defector|Anti Tit For Tat|Random: 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|GTFT: 0.33|Alternator"
279,4.58,1.38,4.82,2.48,0.07,0.08,27,52,8,"Tit For 2 Tats|Win-Stay Lose-Shift|ZD-GTFT-2: 0.25, 0.5|Random: 0.5|Anti Tit For Tat|Meta Mixer: 7 players|ZD-Extort-2: 0.1111111111111111, 0.5|Tit For Tat"
280,4.42,1.82,4.53,3.85,0.07,0.09,63,46,18,"Meta Mixer: 16 players|Tit For Tat|Alternator|Cooperator|Win-Shift Lose-Stay: D|Random: 0.5|Bully|Win-Stay Lose-Shift|Grudger|Defector|Soft Joss: 0.9|Meta Winner: 16 players|DoubleCrosser: (D, D)|Suspicious Tit For Tat|Cycler DC|Tit For 2 Tats|ZD-GTFT-2: 0.25, 0.5|Evolved HMM 5"
281,5.23,1.89,5.95,2.58,0.0,0.03,84,15,7,GTFT: 0.33|Soft Joss: 0.9|Cycler DC|Grudger|Defector|Anti Tit For Tat|Win-Shift Lose-Stay: D
282,3.65,0.23,4.58,1.2,0.06,0.08,86,193,8,"ZD-GTFT-2: 0.25, 0.5|GTFT: 0.33|Meta Mixer: 6 players|Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Grudger|Cooperator|Meta Winner: 6 players"
283,3.33,1.63,4.75,1.79,0.01,0.02,38,49,20,"Evolved FSM 16|ZD-Extort-2: 0.1111111111111111, 0.5|ZD-GTFT-2: 0.25, 0.5|Meta Winner: 18 players|Cooperator|DoubleCrosser: (D, D)|Soft Joss: 0.9|Random: 0.5|Anti Tit For Tat|Meta Mixer: 18 players|Bully|Alternator|Tit For Tat|Defector|Cycler DC|Win-Shift Lose-Stay: D|Grudger|Tit For 2 Tats|Evolved HMM 5|Suspicious Tit For Tat"
284,3.97,2.17,5.32,2.39,0.0,0.03,11,194,6,Cooperator|Evolved FSM 16|Suspicious Tit For Tat|Evolved HMM 5|Meta Mixer: 5 players|Defector
285,3.48,1.6,4.55,1.87,0.08,0.06,74,146,5,"Cooperator|Evolved HMM 5|Alternator|ZD-Extort-2: 0.1111111111111111, 0.5|Suspicious Tit For Tat"
286,3.47,1.53,4.85,2.01,0.03,0.05,76,35,18,"Grudger|Win-Stay Lose-Shift|ZD-GTFT-2: 0.25, 0.5|Anti Tit For Tat|Bully|GTFT: 0.33|Random: 0.5|Evolved HMM 5|Suspicious Tit For Tat|Cycler DC|Tit For Tat|Meta Mixer: 16 players|Tit For 2 Tats|Meta Winner: 16 players|Cooperator|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Shift Lose-Stay: D|Evolved FSM 16"
287,4.25,1.2,5.35,2.29,0.07,0.01,60,103,21,"Cooperator|Defector|Bully|Grudger|Suspicious Tit For Tat|GTFT: 0.33|ZD-GTFT-2: 0.25, 0.5|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Random: 0.5|Anti Tit For Tat|Meta Winner: 19 players|Tit For 2 Tats|Tit For Tat|Cycler DC|Soft Joss: 0.9|Meta Mixer: 19 players|Win-Shift Lose-Stay: D|Evolved FSM 16|ZD-Extort-2: 0.1111111111111111, 0.5|Evolved HMM 5"
288,2.69,0.08,4.98,2.59,0.07,0.08,73,174,3,Defector|Tit For 2 Tats|Evolved FSM 16
289,3.62,2.39,4.15,3.01,0.02,0.07,72,130,11,"ZD-GTFT-2: 0.25, 0.5|GTFT: 0.33|Meta Winner: 10 players|Evolved FSM 16|Alternator|Anti Tit For Tat|DoubleCrosser: (D, D)|Soft Joss: 0.9|ZD-Extort-2: 0.1111111111111111, 0.5|Suspicious Tit For Tat|Tit For Tat"
290,2.99,0.06,4.63,1.91,0.06,0.09,48,181,8,"Random: 0.5|DoubleCrosser: (D, D)|Cycler DC|Win-Stay Lose-Shift|Tit For 2 Tats|Meta Winner: 7 players|Cooperator|Evolved HMM 5"
291,4.21,1.83,5.35,3.2,0.05,0.09,74,15,15,"Win-Shift Lose-Stay: D|Random: 0.5|Evolved HMM 5|Tit For 2 Tats|Grudger|Win-Stay Lose-Shift|GTFT: 0.33|Alternator|Soft Joss: 0.9|ZD-Extort-2: 0.1111111111111111, 0.5|DoubleCrosser: (D, D)|Bully|Defector|Evolved FSM 16|ZD-GTFT-2: 0.25, 0.5"
292,4.21,0.95,5.53,2.22,0.1,0.04,17,170,10,"Tit For Tat|Meta Winner: 9 players|Win-Stay Lose-Shift|Evolved HMM 5|Bully|ZD-GTFT-2: 0.25, 0.5|Evolved FSM 16|Anti Tit For Tat|Defector|ZD-Extort-2: 0.1111111111111111, 0.5"
293,4.83,1.41,5.14,2.02,0.06,0.1,58,147,15,GTFT: 0.33|Evolved HMM 5|Cooperator|Random: 0.5|Evolved FSM 16|Suspicious Tit For Tat|Meta Winner: 13 players|Tit For Tat|Win-Shift Lose-Stay: D|Tit For 2 Tats|Meta Mixer: 13 players|Defector|Bully|Cycler DC|Grudger
294,3.83,0.43,4.15,1.61,0.03,0.06,38,160,5,Evolved HMM 5|Cooperator|GTFT: 0.33|Win-Shift Lose-Stay: D|Bully
295,3.66,0.74,5.13,2.14,0.01,0.08,74,77,16,"Meta Winner: 14 players|ZD-GTFT-2: 0.25, 0.5|GTFT: 0.33|Suspicious Tit For Tat|DoubleCrosser: (D, D)|Tit For 2 Tats|Win-Shift Lose-Stay: D|Win-Stay Lose-Shift|Random: 0.5|Tit For Tat|Evolved FSM 16|Meta Mixer: 14 players|Bully|Alternator|Soft Joss: 0.9|Cycler DC"
296,3.62,2.66,4.54,3.12,0.09,0.09,90,16,19,"Suspicious Tit For Tat|Grudger|Soft Joss: 0.9|Cycler DC|Tit For Tat|Evolved HMM 5|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Meta Winner: 17 players|Evolved FSM 16|Defector|Anti Tit For Tat|Cooperator|Tit For 2 Tats|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Shift Lose-Stay: D|Bully|GTFT: 0.33|Meta Mixer: 17 players"
297,2.8,0.21,5.37,1.43,0.0,0.08,49,119,18,"ZD-GTFT-2: 0.25, 0.5|DoubleCrosser: (D, D)|Meta Mixer: 17 players|Anti Tit For Tat|Suspicious Tit For Tat|Defector|Win-Shift Lose-Stay: D|Bully|Alternator|Cycler DC|Tit For 2 Tats|GTFT: 0.33|Random: 0.5|Soft Joss: 0.9|Evolved FSM 16|ZD-Extort-2: 0.1111111111111111, 0.5|Cooperator|Tit For Tat"
298,3.89,0.57,4.11,1.91,0.01,0.1,56,172,5,Tit For 2 Tats|Cycler DC|Tit For Tat|Cooperator|Evolved HMM 5
299,5.24,2.66,5.47,3.21,0.09,0.09,42,128,5,Tit For Tat|Evolved FSM 16|Cooperator|GTFT: 0.33|Evolved HMM 5
300,4.8,3.58,5.47,3.83,0.02,0.01,37,71,17,"DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|Evolved HMM 5|Anti Tit For Tat|Random: 0.5|Grudger|Cooperator|Defector|Meta Mixer: 16 players|Suspicious Tit For Tat|Tit For Tat|GTFT: 0.33|ZD-GTFT-2: 0.25, 0.5|Cycler DC|Bully|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Stay Lose-Shift"
301,4.7,3.25,5.21,3.45,0.07,0.08,40,65,20,"Tit For 2 Tats|Win-Stay Lose-Shift|Grudger|Cooperator|ZD-GTFT-2: 0.25, 0.5|Tit For Tat|Soft Joss: 0.9|Suspicious Tit For Tat|Alternator|Random: 0.5|Cycler DC|Evolved FSM 16|Anti Tit For Tat|Evolved HMM 5|GTFT: 0.33|Meta Mixer: 18 players|Meta Winner: 18 players|Win-Shift Lose-Stay: D|Bully|ZD-Extort-2: 0.1111111111111111, 0.5"
302,5.01,3.54,5.43,4.29,0.07,0.05,55,108,22,"ZD-GTFT-2: 0.25, 0.5|GTFT: 0.33|Soft Joss: 0.9|Alternator|Anti Tit For Tat|Defector|Evolved FSM 16|Tit For 2 Tats|Meta Mixer: 20 players|Bully|Evolved HMM 5|Suspicious Tit For Tat|Cooperator|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Shift Lose-Stay: D|Grudger|Tit For Tat|Meta Winner: 20 players|DoubleCrosser: (D, D)|Random: 0.5|Win-Stay Lose-Shift"
303,3.73,2.61,4.52,3.26,0.02,0.04,33,101,15,"Evolved HMM 5|Tit For Tat|Alternator|Evolved FSM 16|ZD-GTFT-2: 0.25, 0.5|Meta Mixer: 13 players|Bully|ZD-Extort-2: 0.1111111111111111, 0.5|Cooperator|Cycler DC|Grudger|Random: 0.5|Meta Winner: 13 players|Suspicious Tit For Tat|Win-Shift Lose-Stay: D"
304,4.28,0.98,4.41,3.67,0.07,0.04,65,53,22,"Suspicious Tit For Tat|Win-Stay Lose-Shift|Meta Winner: 20 players|DoubleCrosser: (D, D)|Defector|Evolved HMM 5|Cycler DC|Alternator|Random: 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Cooperator|Meta Mixer: 20 players|Tit For Tat|Grudger|ZD-GTFT-2: 0.25, 0.5|Tit For 2 Tats|GTFT: 0.33|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Evolved FSM 16|Anti Tit For Tat|Bully"
305,3.17,0.17,4.77,2.3,0.06,0.01,40,121,14,"Evolved FSM 16|Meta Winner: 13 players|Anti Tit For Tat|Alternator|Win-Shift Lose-Stay: D|ZD-Extort-2: 0.1111111111111111, 0.5|Tit For 2 Tats|Cycler DC|Suspicious Tit For Tat|GTFT: 0.33|Defector|Bully|ZD-GTFT-2: 0.25, 0.5|Evolved HMM 5"
306,2.27,0.14,4.28,1.06,0.09,0.08,56,111,12,"Win-Shift Lose-Stay: D|Evolved FSM 16|Meta Winner: 10 players|ZD-Extort-2: 0.1111111111111111, 0.5|GTFT: 0.33|DoubleCrosser: (D, D)|Defector|Random: 0.5|Grudger|Tit For Tat|Bully|Meta Mixer: 10 players"
307,2.53,0.27,4.3,1.05,0.07,0.04,73,11,17,"Grudger|ZD-GTFT-2: 0.25, 0.5|Random: 0.5|Soft Joss: 0.9|Evolved FSM 16|Cooperator|Cycler DC|Anti Tit For Tat|Defector|Evolved HMM 5|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Mixer: 16 players|Bully|Win-Stay Lose-Shift|GTFT: 0.33|Tit For Tat|DoubleCrosser: (D, D)"
308,3.85,1.98,5.17,3.77,0.06,0.04,19,64,18,"Meta Winner: 16 players|Cooperator|GTFT: 0.33|Alternator|Win-Stay Lose-Shift|Meta Mixer: 16 players|Tit For 2 Tats|Defector|ZD-GTFT-2: 0.25, 0.5|Anti Tit For Tat|Soft Joss: 0.9|Bully|Evolved HMM 5|Random: 0.5|Tit For Tat|Suspicious Tit For Tat|Grudger|ZD-Extort-2: 0.1111111111111111, 0.5"
309,4.59,1.43,5.94,4.41,0.07,0.07,82,34,9,"Anti Tit For Tat|Meta Mixer: 7 players|Win-Stay Lose-Shift|GTFT: 0.33|Meta Winner: 7 players|Bully|Tit For 2 Tats|ZD-GTFT-2: 0.25, 0.5|Suspicious Tit For Tat"
310,2.42,0.62,4.04,1.55,0.06,0.1,29,31,12,"Random: 0.5|DoubleCrosser: (D, D)|Win-Stay Lose-Shift|Cycler DC|Grudger|Cooperator|ZD-GTFT-2: 0.25, 0.5|Win-Shift Lose-Stay: D|ZD-Extort-2: 0.1111111111111111, 0.5|Tit For Tat|Tit For 2 Tats|Suspicious Tit For Tat"
311,3.66,1.61,4.95,2.13,0.08,0.06,65,162,16,"Bully|Anti Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|GTFT: 0.33|Soft Joss: 0.9|Tit For Tat|Cycler DC|ZD-GTFT-2: 0.25, 0.5|Evolved FSM 16|Win-Shift Lose-Stay: D|Evolved HMM 5|Grudger|Tit For 2 Tats|Meta Mixer: 15 players|Random: 0.5|Cooperator"
312,4.04,1.86,4.26,3.56,0.03,0.0,19,12,19,"Cooperator|ZD-Extort-2: 0.1111111111111111, 0.5|DoubleCrosser: (D, D)|Evolved FSM 16|Meta Winner: 18 players|Soft Joss: 0.9|Win-Shift Lose-Stay: D|Defector|Cycler DC|Win-Stay Lose-Shift|Anti Tit For Tat|Random: 0.5|Alternator|Grudger|Tit For Tat|GTFT: 0.33|Suspicious Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Tit For 2 Tats"
313,3.9,1.09,4.17,1.86,0.05,0.07,89,68,13,"Defector|Suspicious Tit For Tat|Meta Winner: 11 players|Bully|Win-Shift Lose-Stay: D|Cooperator|DoubleCrosser: (D, D)|ZD-GTFT-2: 0.25, 0.5|Alternator|Random: 0.5|Meta Mixer: 11 players|Anti Tit For Tat|Tit For 2 Tats"
314,4.37,1.63,5.93,2.64,0.1,0.04,96,177,15,"Win-Stay Lose-Shift|Bully|Cycler DC|Evolved FSM 16|Alternator|Suspicious Tit For Tat|Cooperator|DoubleCrosser: (D, D)|ZD-GTFT-2: 0.25, 0.5|Grudger|Random: 0.5|Soft Joss: 0.9|Tit For 2 Tats|Tit For Tat|Meta Mixer: 14 players"
315,2.72,0.85,4.38,1.8,0.0,0.02,29,190,17,"Random: 0.5|Meta Winner: 15 players|Alternator|Soft Joss: 0.9|Tit For Tat|Suspicious Tit For Tat|Win-Stay Lose-Shift|Meta Mixer: 15 players|DoubleCrosser: (D, D)|ZD-Extort-2: 0.1111111111111111, 0.5|Evolved FSM 16|Defector|Grudger|Anti Tit For Tat|Tit For 2 Tats|Cooperator|ZD-GTFT-2: 0.25, 0.5"
316,4.07,0.79,5.47,2.7,0.05,0.05,85,186,22,"Meta Winner: 20 players|Random: 0.5|Tit For Tat|Anti Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Alternator|DoubleCrosser: (D, D)|Win-Stay Lose-Shift|Defector|Win-Shift Lose-Stay: D|Evolved HMM 5|Cycler DC|Suspicious Tit For Tat|Evolved FSM 16|Grudger|Cooperator|GTFT: 0.33|Bully|Soft Joss: 0.9|Meta Mixer: 20 players|Tit For 2 Tats|ZD-GTFT-2: 0.25, 0.5"
317,3.68,0.99,4.32,2.26,0.05,0.06,97,87,22,"Meta Winner: 20 players|Soft Joss: 0.9|Cycler DC|Win-Stay Lose-Shift|Tit For 2 Tats|DoubleCrosser: (D, D)|Grudger|ZD-GTFT-2: 0.25, 0.5|Tit For Tat|Meta Mixer: 20 players|Bully|Evolved HMM 5|Cooperator|Evolved FSM 16|Anti Tit For Tat|Defector|GTFT: 0.33|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Shift Lose-Stay: D|Alternator|Random: 0.5|Suspicious Tit For Tat"
318,2.92,0.88,4.2,2.91,0.02,0.0,12,92,11,"Grudger|Defector|Meta Mixer: 10 players|ZD-Extort-2: 0.1111111111111111, 0.5|Anti Tit For Tat|Bully|GTFT: 0.33|Suspicious Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Win-Stay Lose-Shift|Cooperator"
319,2.5,0.47,4.24,1.39,0.04,0.0,81,69,7,"ZD-Extort-2: 0.1111111111111111, 0.5|Evolved FSM 16|Cooperator|Anti Tit For Tat|Soft Joss: 0.9|ZD-GTFT-2: 0.25, 0.5|Meta Mixer: 6 players"
320,5.09,3.0,5.95,3.49,0.01,0.06,74,27,8,Meta Mixer: 7 players|Cooperator|Suspicious Tit For Tat|Grudger|Defector|Win-Stay Lose-Shift|Soft Joss: 0.9|Tit For 2 Tats
321,4.2,0.85,5.01,1.32,0.03,0.01,35,113,16,"Alternator|Tit For Tat|Random: 0.5|GTFT: 0.33|Win-Stay Lose-Shift|ZD-Extort-2: 0.1111111111111111, 0.5|Defector|Anti Tit For Tat|Cycler DC|Evolved FSM 16|Grudger|Suspicious Tit For Tat|Tit For 2 Tats|Cooperator|Bully|Evolved HMM 5"
322,3.48,1.26,5.51,1.57,0.04,0.04,68,133,14,"Alternator|Soft Joss: 0.9|Cycler DC|Meta Winner: 12 players|ZD-Extort-2: 0.1111111111111111, 0.5|Bully|ZD-GTFT-2: 0.25, 0.5|Defector|Meta Mixer: 12 players|Suspicious Tit For Tat|Random: 0.5|Tit For 2 Tats|Evolved HMM 5|GTFT: 0.33"
323,4.32,2.82,5.52,3.13,0.01,0.06,94,134,12,"DoubleCrosser: (D, D)|Tit For 2 Tats|ZD-GTFT-2: 0.25, 0.5|Win-Stay Lose-Shift|GTFT: 0.33|Grudger|Alternator|Meta Winner: 11 players|Cycler DC|Win-Shift Lose-Stay: D|Evolved HMM 5|Bully"
