run,R,S,T,P,noise,prob_end,repetitions,turns,n_strategies,selected_strategies
98,3,0,5,1,0.04,0.02,98,198,8,"Soft Joss: 0.9|Anti Tit For Tat|DoubleCrosser: (D, D)|Grudger|Tit For Tat|Random: 0.5|Win-Stay Lose-Shift|Cycler DC"
99,3,0,5,1,0.08,0.08,39,137,10,Win-Stay Lose-Shift|Random: 0.5|Suspicious Tit For Tat|Grudger|Soft Joss: 0.9|Tit For Tat|Tit For 2 Tats|Cycler DC|Evolved FSM 16|Win-Shift Lose-Stay: D
100,3,0,5,1,0.05,0.1,35,155,7,"Win-Shift Lose-Stay: D|Anti Tit For Tat|Random: 0.5|Grudger|Cooperator|Evolved HMM 5|DoubleCrosser: (D, D)"
101,3,0,5,1,0.05,0.01,20,196,8,"Win-Shift Lose-Stay: D|Soft Joss: 0.9|Evolved HMM 5|Cycler DC|DoubleCrosser: (D, D)|Anti Tit For Tat|Cooperator|Tit For Tat"
102,3,0,5,1,0.09,0.09,63,14,15,Evolved HMM 5|Grudger|Tit For Tat|Tit For 2 Tats|Bully|Defector|Cooperator|Alternator|Soft Joss: 0.9|Anti Tit For Tat|Meta Mixer: 13 players|Random: 0.5|Win-Shift Lose-Stay: D|Meta Winner: 13 players|Evolved FSM 16
103,3,0,5,1,0.09,0.05,27,195,18,"Soft Joss: 0.9|Alternator|Bully|Meta Mixer: 17 players|Win-Shift Lose-Stay: D|Cooperator|DoubleCrosser: (D, D)|Evolved FSM 16|Random: 0.5|Win-Stay Lose-Shift|Grudger|Suspicious Tit For Tat|Anti Tit For Tat|GTFT: 0.33|Tit For 2 Tats|Tit For Tat|Defector|Evolved HMM 5"
104,3,0,5,1,0.0,0.04,89,118,5,Cooperator|Random: 0.5|Evolved FSM 16|Alternator|Tit For Tat
105,3,0,5,1,0.07,0.03,10,158,14,"Tit For Tat|Meta Mixer: 13 players|DoubleCrosser: (D, D)|Defector|Bully|Win-Shift Lose-Stay: D|Evolved HMM 5|Anti Tit For Tat|Soft Joss: 0.9|Grudger|GTFT: 0.33|Win-Stay Lose-Shift|Alternator|Cooperator"
106,3,0,5,1,0.09,0.0,59,96,11,"Alternator|Grudger|Bully|Meta Mixer: 10 players|Tit For Tat|Evolved HMM 5|GTFT: 0.33|DoubleCrosser: (D, D)|Anti Tit For Tat|Win-Stay Lose-Shift|Defector"
107,3,0,5,1,0.01,0.04,53,165,8,Soft Joss: 0.9|Random: 0.5|Defector|Cycler DC|Bully|Grudger|Tit For 2 Tats|Tit For Tat
108,3,0,5,1,0.0,0.02,35,11,13,Win-Stay Lose-Shift|Evolved HMM 5|Tit For 2 Tats|Random: 0.5|Win-Shift Lose-Stay: D|Alternator|Evolved FSM 16|GTFT: 0.33|Cooperator|Cycler DC|Defector|Soft Joss: 0.9|Meta Winner: 12 players
109,3,0,5,1,0.03,0.08,65,103,17,"Tit For 2 Tats|GTFT: 0.33|Defector|Random: 0.5|Evolved HMM 5|Evolved FSM 16|Meta Winner: 15 players|Win-Shift Lose-Stay: D|Cycler DC|Anti Tit For Tat|Suspicious Tit For Tat|Meta Mixer: 15 players|Win-Stay Lose-Shift|Grudger|DoubleCrosser: (D, D)|Tit For Tat|Bully"
110,3,0,5,1,0.03,0.01,94,76,12,"Soft Joss: 0.9|DoubleCrosser: (D, D)|Defector|Meta Winner: 11 players|Grudger|Tit For Tat|Alternator|Random: 0.5|Evolved FSM 16|Win-Stay Lose-Shift|Suspicious Tit For Tat|Cycler DC"
111,3,0,5,1,0.06,0.08,17,20,15,"Grudger|Evolved HMM 5|Defector|Alternator|Cycler DC|DoubleCrosser: (D, D)|Win-Stay Lose-Shift|GTFT: 0.33|Tit For Tat|Meta Mixer: 14 players|Bully|Anti Tit For Tat|Cooperator|Suspicious Tit For Tat|Evolved FSM 16"
112,3,0,5,1,0.04,0.04,82,9,7,Soft Joss: 0.9|Grudger|Meta Mixer: 5 players|Meta Winner: 5 players|Bully|Win-Stay Lose-Shift|Random: 0.5
113,3,0,5,1,0.05,0.04,93,72,10,Cooperator|Alternator|Defector|Random: 0.5|Tit For 2 Tats|Soft Joss: 0.9|Win-Shift Lose-Stay: D|Anti Tit For Tat|Cycler DC|Grudger
114,3,0,5,1,0.07,0.02,88,74,18,"Suspicious Tit For Tat|Cooperator|Cycler DC|Bully|Soft Joss: 0.9|Evolved HMM 5|Grudger|Tit For Tat|Anti Tit For Tat|GTFT: 0.33|Defector|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Evolved FSM 16|Meta Winner: 17 players|Random: 0.5|Win-Shift Lose-Stay: D|Alternator"
115,3,0,5,1,0.07,0.09,91,45,14,"Evolved HMM 5|Tit For Tat|Cooperator|Suspicious Tit For Tat|Cycler DC|Evolved FSM 16|Tit For 2 Tats|Meta Mixer: 12 players|Alternator|Defector|Win-Shift Lose-Stay: D|GTFT: 0.33|DoubleCrosser: (D, D)|Meta Winner: 12 players"
116,3,0,5,1,0.1,0.01,21,17,12,"Tit For 2 Tats|Random: 0.5|Evolved HMM 5|DoubleCrosser: (D, D)|Evolved FSM 16|Meta Mixer: 10 players|Win-Stay Lose-Shift|Anti Tit For Tat|Bully|Defector|Meta Winner: 10 players|Tit For Tat"
117,3,0,5,1,0.05,0.05,26,200,20,"Meta Mixer: 18 players|Defector|Cycler DC|DoubleCrosser: (D, D)|Anti Tit For Tat|Evolved HMM 5|Random: 0.5|Win-Shift Lose-Stay: D|Bully|Evolved FSM 16|Grudger|Win-Stay Lose-Shift|Meta Winner: 18 players|Tit For Tat|Soft Joss: 0.9|Tit For 2 Tats|GTFT: 0.33|Alternator|Suspicious Tit For Tat|Cooperator"
118,3,0,5,1,0.06,0.06,26,161,12,"Meta Winner: 10 players|Evolved FSM 16|Bully|Evolved HMM 5|Defector|Win-Stay Lose-Shift|Soft Joss: 0.9|Meta Mixer: 10 players|Tit For 2 Tats|GTFT: 0.33|DoubleCrosser: (D, D)|Random: 0.5"
119,3,0,5,1,0.08,0.06,13,21,4,"Meta Mixer: 3 players|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|DoubleCrosser: (D, D)"
120,3,0,5,1,0.06,0.0,90,140,12,Win-Stay Lose-Shift|Random: 0.5|Tit For Tat|Tit For 2 Tats|Meta Winner: 11 players|Evolved FSM 16|Anti Tit For Tat|Grudger|Alternator|Bully|Soft Joss: 0.9|Suspicious Tit For Tat
121,3,0,5,1,0.05,0.02,87,37,13,GTFT: 0.33|Grudger|Tit For 2 Tats|Cycler DC|Meta Mixer: 12 players|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Anti Tit For Tat|Defector|Cooperator|Tit For Tat|Evolved FSM 16|Evolved HMM 5
122,3,0,5,1,0.04,0.01,16,75,15,"Meta Winner: 13 players|DoubleCrosser: (D, D)|Tit For Tat|Defector|GTFT: 0.33|Soft Joss: 0.9|Win-Stay Lose-Shift|Grudger|Evolved HMM 5|Cooperator|Bully|Evolved FSM 16|Win-Shift Lose-Stay: D|Random: 0.5|Meta Mixer: 13 players"
123,3,0,5,1,0.05,0.01,60,130,17,"Tit For Tat|Suspicious Tit For Tat|Grudger|Anti Tit For Tat|Evolved HMM 5|Cycler DC|Meta Winner: 15 players|Win-Stay Lose-Shift|GTFT: 0.33|Evolved FSM 16|DoubleCrosser: (D, D)|Soft Joss: 0.9|Alternator|Meta Mixer: 15 players|Tit For 2 Tats|Cooperator|Random: 0.5"
124,3,0,5,1,0.09,0.07,61,94,4,Tit For 2 Tats|Anti Tit For Tat|Evolved FSM 16|Suspicious Tit For Tat
125,3,0,5,1,0.04,0.03,59,130,17,"Evolved FSM 16|Win-Shift Lose-Stay: D|Cooperator|Cycler DC|Meta Winner: 15 players|Suspicious Tit For Tat|Defector|Tit For 2 Tats|DoubleCrosser: (D, D)|Meta Mixer: 15 players|Grudger|Bully|Random: 0.5|Evolved HMM 5|Soft Joss: 0.9|Tit For Tat|Alternator"
126,3,0,5,1,0.0,0.01,52,122,19,"Soft Joss: 0.9|Cycler DC|Evolved HMM 5|Meta Mixer: 17 players|GTFT: 0.33|Meta Winner: 17 players|Win-Stay Lose-Shift|Defector|Bully|Suspicious Tit For Tat|DoubleCrosser: (D, D)|Evolved FSM 16|Tit For 2 Tats|Win-Shift Lose-Stay: D|Random: 0.5|Tit For Tat|Cooperator|Grudger|Anti Tit For Tat"
127,3,0,5,1,0.05,0.0,52,173,6,"DoubleCrosser: (D, D)|Meta Mixer: 5 players|Win-Stay Lose-Shift|Alternator|Random: 0.5|Cycler DC"
128,3,0,5,1,0.1,0.08,84,148,10,"Anti Tit For Tat|Meta Mixer: 9 players|Random: 0.5|Defector|Tit For 2 Tats|Bully|DoubleCrosser: (D, D)|GTFT: 0.33|Cooperator|Alternator"
129,3,0,5,1,0.06,0.07,34,5,17,"GTFT: 0.33|DoubleCrosser: (D, D)|Cycler DC|Meta Mixer: 15 players|Suspicious Tit For Tat|Random: 0.5|Win-Shift Lose-Stay: D|Tit For 2 Tats|Win-Stay Lose-Shift|Tit For Tat|Alternator|Bully|Cooperator|Evolved FSM 16|Evolved HMM 5|Meta Winner: 15 players|Soft Joss: 0.9"
130,3,0,5,1,0.03,0.02,78,88,20,"Grudger|Win-Shift Lose-Stay: D|Random: 0.5|Suspicious Tit For Tat|Tit For Tat|Cycler DC|Meta Mixer: 18 players|Soft Joss: 0.9|Cooperator|Tit For 2 Tats|GTFT: 0.33|Meta Winner: 18 players|Evolved FSM 16|Bully|DoubleCrosser: (D, D)|Evolved HMM 5|Win-Stay Lose-Shift|Anti Tit For Tat|Alternator|Defector"
131,3,0,5,1,0.09,0.04,54,198,7,Win-Stay Lose-Shift|Anti Tit For Tat|Meta Winner: 6 players|Bully|Grudger|Soft Joss: 0.9|Tit For Tat
132,3,0,5,1,0.07,0.07,37,52,20,"Win-Shift Lose-Stay: D|Evolved FSM 16|Meta Winner: 18 players|Cycler DC|Cooperator|Win-Stay Lose-Shift|Grudger|Soft Joss: 0.9|Random: 0.5|DoubleCrosser: (D, D)|Alternator|Meta Mixer: 18 players|GTFT: 0.33|Defector|Anti Tit For Tat|Tit For 2 Tats|Evolved HMM 5|Suspicious Tit For Tat|Bully|Tit For Tat"
133,3,0,5,1,0.01,0.08,10,141,8,"DoubleCrosser: (D, D)|Random: 0.5|Meta Mixer: 7 players|Suspicious Tit For Tat|Win-Stay Lose-Shift|Defector|Cycler DC|GTFT: 0.33"
134,3,0,5,1,0.01,0.08,93,147,10,"Evolved FSM 16|Anti Tit For Tat|Defector|DoubleCrosser: (D, D)|Meta Winner: 9 players|Soft Joss: 0.9|Alternator|Suspicious Tit For Tat|Tit For Tat|Bully"
135,3,0,5,1,0.09,0.1,47,10,3,Win-Stay Lose-Shift|Meta Mixer: 2 players|Cooperator
136,3,0,5,1,0.09,0.03,68,165,20,"Evolved HMM 5|Random: 0.5|Cycler DC|Meta Winner: 18 players|Soft Joss: 0.9|Evolved FSM 16|Cooperator|Tit For 2 Tats|Anti Tit For Tat|Defector|Bully|Tit For Tat|Meta Mixer: 18 players|GTFT: 0.33|Grudger|Alternator|Win-Stay Lose-Shift|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)"
137,3,0,5,1,0.06,0.06,61,110,19,"GTFT: 0.33|Bully|Tit For 2 Tats|Cooperator|Defector|Meta Mixer: 17 players|Tit For Tat|Random: 0.5|Evolved HMM 5|Alternator|Cycler DC|Suspicious Tit For Tat|Grudger|DoubleCrosser: (D, D)|Soft Joss: 0.9|Evolved FSM 16|Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Meta Winner: 17 players"
138,3,0,5,1,0.03,0.04,40,16,6,Soft Joss: 0.9|Win-Stay Lose-Shift|Defector|Tit For 2 Tats|Meta Mixer: 5 players|Grudger
139,3,0,5,1,0.01,0.09,47,95,10,Tit For Tat|Cycler DC|Random: 0.5|Meta Mixer: 9 players|Soft Joss: 0.9|Grudger|Win-Stay Lose-Shift|Defector|Suspicious Tit For Tat|Win-Shift Lose-Stay: D
140,3,0,5,1,0.09,0.08,95,56,10,Meta Winner: 9 players|Bully|Evolved HMM 5|Soft Joss: 0.9|Grudger|Anti Tit For Tat|Win-Stay Lose-Shift|Evolved FSM 16|Alternator|Win-Shift Lose-Stay: D
141,3,0,5,1,0.09,0.02,78,39,8,GTFT: 0.33|Evolved HMM 5|Soft Joss: 0.9|Cooperator|Suspicious Tit For Tat|Grudger|Win-Stay Lose-Shift|Tit For Tat
142,3,0,5,1,0.01,0.05,17,117,7,"Evolved HMM 5|DoubleCrosser: (D, D)|Soft Joss: 0.9|Anti Tit For Tat|Evolved FSM 16|GTFT: 0.33|Tit For 2 Tats"
143,3,0,5,1,0.03,0.0,42,1,9,"Meta Mixer: 8 players|Bully|Anti Tit For Tat|DoubleCrosser: (D, D)|Grudger|Random: 0.5|Evolved FSM 16|Win-Shift Lose-Stay: D|Alternator"
144,3,0,5,1,0.09,0.01,70,9,12,"DoubleCrosser: (D, D)|Defector|Cycler DC|Meta Winner: 11 players|Grudger|Soft Joss: 0.9|Suspicious Tit For Tat|Tit For Tat|Evolved HMM 5|Random: 0.5|Anti Tit For Tat|Win-Shift Lose-Stay: D"
145,3,0,5,1,0.01,0.09,25,46,20,"Tit For 2 Tats|Evolved HMM 5|Cycler DC|Tit For Tat|Alternator|Meta Winner: 18 players|Random: 0.5|Evolved FSM 16|Meta Mixer: 18 players|GTFT: 0.33|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Win-Stay Lose-Shift|Grudger|Anti Tit For Tat|Defector|Cooperator|Soft Joss: 0.9|DoubleCrosser: (D, D)|Bully"
146,3,0,5,1,0.02,0.09,24,9,16,"Meta Winner: 14 players|Alternator|Tit For Tat|Suspicious Tit For Tat|Bully|Anti Tit For Tat|Win-Stay Lose-Shift|Meta Mixer: 14 players|Evolved FSM 16|DoubleCrosser: (D, D)|Tit For 2 Tats|Cooperator|GTFT: 0.33|Win-Shift Lose-Stay: D|Evolved HMM 5|Soft Joss: 0.9"
147,3,0,5,1,0.05,0.08,17,36,19,"Win-Stay Lose-Shift|Tit For Tat|GTFT: 0.33|Evolved FSM 16|Meta Mixer: 18 players|Cycler DC|Bully|Evolved HMM 5|Win-Shift Lose-Stay: D|Cooperator|Suspicious Tit For Tat|Soft Joss: 0.9|Grudger|Alternator|Random: 0.5|Defector|Anti Tit For Tat|DoubleCrosser: (D, D)|Tit For 2 Tats"
148,3,0,5,1,0.06,0.0,54,165,15,"Evolved HMM 5|GTFT: 0.33|DoubleCrosser: (D, D)|Evolved FSM 16|Cycler DC|Random: 0.5|Suspicious Tit For Tat|Bully|Win-Shift Lose-Stay: D|Tit For Tat|Cooperator|Win-Stay Lose-Shift|Soft Joss: 0.9|Meta Winner: 14 players|Defector"
149,3,0,5,1,0.01,0.05,17,144,16,"DoubleCrosser: (D, D)|Evolved FSM 16|Evolved HMM 5|Cycler DC|Tit For 2 Tats|Cooperator|Meta Mixer: 14 players|Soft Joss: 0.9|Defector|GTFT: 0.33|Anti Tit For Tat|Tit For Tat|Grudger|Alternator|Meta Winner: 14 players|Win-Stay Lose-Shift"
150,3,0,5,1,0.01,0.04,87,155,4,Bully|Suspicious Tit For Tat|Evolved FSM 16|Meta Mixer: 3 players
151,3,0,5,1,0.05,0.09,52,78,3,Suspicious Tit For Tat|Meta Winner: 2 players|Cooperator
152,3,0,5,1,0.07,0.08,41,179,9,Tit For 2 Tats|Tit For Tat|Evolved FSM 16|GTFT: 0.33|Win-Stay Lose-Shift|Suspicious Tit For Tat|Meta Mixer: 8 players|Win-Shift Lose-Stay: D|Evolved HMM 5
153,3,0,5,1,0.04,0.03,75,128,17,"Cooperator|Random: 0.5|GTFT: 0.33|Suspicious Tit For Tat|Grudger|Defector|Evolved HMM 5|Alternator|Win-Stay Lose-Shift|Meta Winner: 16 players|Bully|Tit For 2 Tats|Cycler DC|Tit For Tat|DoubleCrosser: (D, D)|Soft Joss: 0.9|Evolved FSM 16"
154,3,0,5,1,0.03,0.02,39,98,10,Random: 0.5|Evolved FSM 16|GTFT: 0.33|Win-Shift Lose-Stay: D|Meta Winner: 8 players|Grudger|Meta Mixer: 8 players|Soft Joss: 0.9|Tit For Tat|Tit For 2 Tats
155,3,0,5,1,0.02,0.08,31,36,20,"Random: 0.5|Defector|Evolved FSM 16|Anti Tit For Tat|Evolved HMM 5|DoubleCrosser: (D, D)|Soft Joss: 0.9|Meta Winner: 18 players|GTFT: 0.33|Alternator|Grudger|Suspicious Tit For Tat|Bully|Win-Shift Lose-Stay: D|Meta Mixer: 18 players|Tit For 2 Tats|Win-Stay Lose-Shift|Tit For Tat|Cooperator|Cycler DC"
156,3,0,5,1,0.02,0.05,17,159,18,"Random: 0.5|Alternator|Meta Mixer: 16 players|DoubleCrosser: (D, D)|Evolved FSM 16|Meta Winner: 16 players|Win-Shift Lose-Stay: D|Grudger|Cycler DC|Evolved HMM 5|Tit For 2 Tats|Soft Joss: 0.9|Suspicious Tit For Tat|Tit For Tat|Anti Tit For Tat|GTFT: 0.33|Win-Stay Lose-Shift|Bully"
157,3,0,5,1,0.01,0.02,77,65,14,Win-Shift Lose-Stay: D|Tit For 2 Tats|Bully|Grudger|Meta Mixer: 13 players|Tit For Tat|Win-Stay Lose-Shift|Cooperator|Evolved HMM 5|Random: 0.5|Cycler DC|Anti Tit For Tat|Alternator|Soft Joss: 0.9
158,3,0,5,1,0.04,0.04,70,15,3,Defector|Bully|Random: 0.5
159,3,0,5,1,0.08,0.06,52,145,6,Evolved HMM 5|Anti Tit For Tat|Tit For Tat|Suspicious Tit For Tat|Random: 0.5|Cycler DC
160,3,0,5,1,0.0,0.01,45,140,4,Defector|GTFT: 0.33|Alternator|Suspicious Tit For Tat
161,3,0,5,1,0.06,0.08,60,20,12,Defector|Meta Mixer: 10 players|Tit For Tat|Tit For 2 Tats|GTFT: 0.33|Suspicious Tit For Tat|Evolved HMM 5|Grudger|Bully|Anti Tit For Tat|Win-Shift Lose-Stay: D|Meta Winner: 10 players
162,3,0,5,1,0.01,0.04,19,88,15,GTFT: 0.33|Alternator|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Random: 0.5|Cooperator|Defector|Evolved FSM 16|Suspicious Tit For Tat|Grudger|Bully|Meta Winner: 14 players|Anti Tit For Tat|Tit For 2 Tats|Cycler DC
163,3,0,5,1,0.03,0.02,19,22,11,"Cycler DC|Tit For 2 Tats|Meta Winner: 9 players|Meta Mixer: 9 players|GTFT: 0.33|Defector|Anti Tit For Tat|DoubleCrosser: (D, D)|Alternator|Evolved FSM 16|Tit For Tat"
164,3,0,5,1,0.04,0.03,26,23,8,"DoubleCrosser: (D, D)|Soft Joss: 0.9|Evolved FSM 16|Evolved HMM 5|Meta Winner: 6 players|Anti Tit For Tat|Alternator|Meta Mixer: 6 players"
165,3,0,5,1,0.04,0.01,86,84,15,"Alternator|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Tit For 2 Tats|Bully|Grudger|Win-Shift Lose-Stay: D|Cooperator|Meta Mixer: 14 players|Evolved FSM 16|Random: 0.5|Suspicious Tit For Tat|Soft Joss: 0.9|Anti Tit For Tat|Tit For Tat"
166,3,0,5,1,0.03,0.05,18,43,16,"Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Win-Stay Lose-Shift|Random: 0.5|Bully|Defector|Cycler DC|Cooperator|Grudger|GTFT: 0.33|Tit For Tat|Tit For 2 Tats|Evolved FSM 16|Alternator|Anti Tit For Tat|Evolved HMM 5"
167,3,0,5,1,0.0,0.04,89,98,13,"Soft Joss: 0.9|GTFT: 0.33|DoubleCrosser: (D, D)|Cycler DC|Win-Stay Lose-Shift|Defector|Random: 0.5|Grudger|Cooperator|Tit For Tat|Meta Winner: 12 players|Bully|Suspicious Tit For Tat"
168,3,0,5,1,0.1,0.03,98,163,18,"Meta Mixer: 16 players|Tit For Tat|GTFT: 0.33|Tit For 2 Tats|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Evolved HMM 5|Suspicious Tit For Tat|Defector|Anti Tit For Tat|Win-Stay Lose-Shift|Cooperator|Bully|Grudger|Cycler DC|Alternator|Random: 0.5|Meta Winner: 16 players"
169,3,0,5,1,0.02,0.08,98,18,16,Random: 0.5|Cycler DC|Win-Stay Lose-Shift|Tit For Tat|Win-Shift Lose-Stay: D|GTFT: 0.33|Bully|Grudger|Suspicious Tit For Tat|Tit For 2 Tats|Anti Tit For Tat|Evolved HMM 5|Meta Winner: 14 players|Meta Mixer: 14 players|Cooperator|Soft Joss: 0.9
170,3,0,5,1,0.05,0.09,98,108,20,"Anti Tit For Tat|Grudger|Evolved FSM 16|Bully|Cooperator|Tit For 2 Tats|Random: 0.5|GTFT: 0.33|Soft Joss: 0.9|Defector|Evolved HMM 5|Alternator|Suspicious Tit For Tat|Tit For Tat|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|Cycler DC|Meta Mixer: 18 players|Meta Winner: 18 players"
171,3,0,5,1,0.02,0.07,81,149,10,Soft Joss: 0.9|Grudger|Tit For 2 Tats|Meta Winner: 9 players|Cycler DC|Defector|Alternator|Tit For Tat|Anti Tit For Tat|Random: 0.5
172,3,0,5,1,0.04,0.1,24,187,7,Grudger|Win-Stay Lose-Shift|GTFT: 0.33|Soft Joss: 0.9|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|Tit For Tat
173,3,0,5,1,0.03,0.01,99,116,13,"Bully|Win-Stay Lose-Shift|Anti Tit For Tat|Cooperator|Alternator|DoubleCrosser: (D, D)|Defector|GTFT: 0.33|Evolved FSM 16|Tit For 2 Tats|Meta Winner: 11 players|Evolved HMM 5|Meta Mixer: 11 players"
174,3,0,5,1,0.06,0.03,64,119,10,"Tit For 2 Tats|Defector|Meta Mixer: 8 players|DoubleCrosser: (D, D)|Meta Winner: 8 players|Alternator|Grudger|Win-Stay Lose-Shift|Cooperator|Tit For Tat"
175,3,0,5,1,0.06,0.04,100,55,9,Win-Shift Lose-Stay: D|Bully|Cooperator|Defector|Grudger|Evolved HMM 5|Evolved FSM 16|Tit For Tat|Anti Tit For Tat
176,3,0,5,1,0.03,0.09,77,164,13,"Meta Winner: 11 players|Tit For 2 Tats|Meta Mixer: 11 players|Cooperator|Grudger|Defector|DoubleCrosser: (D, D)|Tit For Tat|Win-Stay Lose-Shift|Bully|Cycler DC|Anti Tit For Tat|GTFT: 0.33"
177,3,0,5,1,0.03,0.02,24,47,14,"Cycler DC|Evolved HMM 5|Tit For 2 Tats|DoubleCrosser: (D, D)|Meta Winner: 12 players|Win-Stay Lose-Shift|Suspicious Tit For Tat|Meta Mixer: 12 players|Bully|Tit For Tat|Win-Shift Lose-Stay: D|Grudger|Soft Joss: 0.9|Cooperator"
178,3,0,5,1,0.03,0.02,67,159,4,Grudger|Alternator|Random: 0.5|Cycler DC
179,3,0,5,1,0.02,0.04,81,130,18,"DoubleCrosser: (D, D)|Random: 0.5|Meta Winner: 16 players|Soft Joss: 0.9|Meta Mixer: 16 players|Bully|Anti Tit For Tat|Win-Stay Lose-Shift|Alternator|Cooperator|Cycler DC|Grudger|Tit For 2 Tats|Evolved FSM 16|Tit For Tat|Evolved HMM 5|Suspicious Tit For Tat|GTFT: 0.33"
180,3,0,5,1,0.06,0.08,73,141,19,"Cooperator|Meta Mixer: 17 players|Meta Winner: 17 players|Win-Shift Lose-Stay: D|Grudger|Evolved HMM 5|DoubleCrosser: (D, D)|Tit For 2 Tats|Alternator|Tit For Tat|Soft Joss: 0.9|Evolved FSM 16|Suspicious Tit For Tat|Random: 0.5|Defector|Anti Tit For Tat|Bully|GTFT: 0.33|Cycler DC"
181,3,0,5,1,0.03,0.09,21,113,6,"Tit For Tat|Suspicious Tit For Tat|Grudger|DoubleCrosser: (D, D)|Defector|Win-Stay Lose-Shift"
182,3,0,5,1,0.01,0.02,36,16,14,"Evolved FSM 16|Win-Shift Lose-Stay: D|Meta Winner: 12 players|Defector|GTFT: 0.33|Grudger|Cycler DC|DoubleCrosser: (D, D)|Win-Stay Lose-Shift|Tit For 2 Tats|Meta Mixer: 12 players|Anti Tit For Tat|Bully|Suspicious Tit For Tat"
183,3,0,5,1,0.08,0.09,45,168,7,"Cycler DC|Tit For Tat|Meta Winner: 5 players|GTFT: 0.33|Meta Mixer: 5 players|Tit For 2 Tats|DoubleCrosser: (D, D)"
184,3,0,5,1,0.07,0.05,83,162,11,"DoubleCrosser: (D, D)|Tit For 2 Tats|Soft Joss: 0.9|Bully|Evolved HMM 5|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|Grudger|Cycler DC|Defector|Tit For Tat"
185,3,0,5,1,0.1,0.03,10,199,5,Soft Joss: 0.9|Grudger|Bully|Tit For 2 Tats|Suspicious Tit For Tat
186,3,0,5,1,0.1,0.08,73,69,13,Win-Stay Lose-Shift|GTFT: 0.33|Evolved FSM 16|Cycler DC|Random: 0.5|Tit For 2 Tats|Defector|Meta Mixer: 12 players|Alternator|Grudger|Anti Tit For Tat|Tit For Tat|Soft Joss: 0.9
187,3,0,5,1,0.01,0.09,66,117,3,"DoubleCrosser: (D, D)|Suspicious Tit For Tat|Cycler DC"
188,3,0,5,1,0.09,0.03,45,24,14,Win-Shift Lose-Stay: D|Bully|Grudger|Defector|Anti Tit For Tat|Suspicious Tit For Tat|GTFT: 0.33|Cycler DC|Evolved FSM 16|Cooperator|Soft Joss: 0.9|Random: 0.5|Meta Winner: 13 players|Alternator
189,3,0,5,1,0.02,0.01,85,58,19,"Soft Joss: 0.9|Alternator|Meta Mixer: 17 players|GTFT: 0.33|Cooperator|DoubleCrosser: (D, D)|Suspicious Tit For Tat|Grudger|Bully|Tit For Tat|Anti Tit For Tat|Random: 0.5|Meta Winner: 17 players|Evolved FSM 16|Defector|Evolved HMM 5|Cycler DC|Win-Stay Lose-Shift|Tit For 2 Tats"
190,3,0,5,1,0.09,0.01,27,165,7,Bully|Evolved HMM 5|Alternator|Defector|Soft Joss: 0.9|Meta Mixer: 6 players|Grudger
191,3,0,5,1,0.02,0.07,62,158,17,"Suspicious Tit For Tat|Bully|Cooperator|Cycler DC|Evolved FSM 16|Win-Stay Lose-Shift|Grudger|Meta Winner: 15 players|Defector|Tit For 2 Tats|DoubleCrosser: (D, D)|Meta Mixer: 15 players|Random: 0.5|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Alternator|Anti Tit For Tat"
192,3,0,5,1,0.06,0.06,87,73,3,Win-Stay Lose-Shift|Suspicious Tit For Tat|Evolved HMM 5
193,3,0,5,1,0.06,0.02,60,76,4,Tit For Tat|Random: 0.5|Tit For 2 Tats|Cooperator
194,3,0,5,1,0.02,0.06,19,136,3,Grudger|GTFT: 0.33|Cycler DC
195,3,0,5,1,0.04,0.08,63,94,20,"Defector|Random: 0.5|Bully|Alternator|Evolved FSM 16|Evolved HMM 5|Cycler DC|Cooperator|Soft Joss: 0.9|Grudger|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Meta Winner: 18 players|Win-Stay Lose-Shift|Tit For Tat|Tit For 2 Tats|Anti Tit For Tat|Meta Mixer: 18 players|GTFT: 0.33"
196,3,0,5,1,0.06,0.05,29,72,5,Win-Stay Lose-Shift|Bully|Evolved HMM 5|Suspicious Tit For Tat|Cycler DC
197,3,0,5,1,0.05,0.04,91,196,5,"Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Tit For Tat|Anti Tit For Tat|Evolved FSM 16"
198,3,0,5,1,0.01,0.04,68,157,4,Win-Stay Lose-Shift|Defector|Cooperator|Alternator
