run,R,S,T,P,noise,prob_end,repetitions,turns,n_strategies,selected_strategies
244,2.97,0.14,4.4,0.2,0.08,0.07,77,160,11,Anti Tit For Tat|Grudger|Tit For Tat|Bully|Alternator|Soft Joss: 0.9|Cooperator|GTFT: 0.33|Evolved FSM 16|Meta Winner: 9 players|Meta Mixer: 9 players
245,2.08,-0.39,4.53,0.14,0.09,0.1,22,26,10,Evolved FSM 16|Tit For 2 Tats|Suspicious Tit For Tat|Meta Winner: 9 players|Tit For Tat|Win-Stay Lose-Shift|GTFT: 0.33|Bully|Win-Shift Lose-Stay: D|Grudger
246,3.33,-0.67,4.92,1.77,0.02,0.04,53,169,8,"Evolved FSM 16|Soft Joss: 0.9|Grudger|GTFT: 0.33|Evolved HMM 5|DoubleCrosser: (D, D)|Defector|Suspicious Tit For Tat"
247,3.92,-0.21,4.51,0.89,0.07,0.1,86,5,19,"Cycler DC|Win-Stay Lose-Shift|Alternator|Meta Mixer: 17 players|Tit For Tat|Cooperator|DoubleCrosser: (D, D)|Defector|Evolved FSM 16|Meta Winner: 17 players|Win-Shift Lose-Stay: D|Evolved HMM 5|Bully|Grudger|Suspicious Tit For Tat|Soft Joss: 0.9|Random: 0.5|Tit For 2 Tats|GTFT: 0.33"
248,3.78,-0.49,4.53,0.5,0.03,0.06,82,56,5,GTFT: 0.33|Random: 0.5|Defector|Meta Mixer: 4 players|Cooperator
249,2.11,-0.3,4.16,1.54,0.08,0.04,25,198,10,Meta Winner: 8 players|Alternator|Tit For 2 Tats|Anti Tit For Tat|Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Meta Mixer: 8 players|Defector|Soft Joss: 0.9|Random: 0.5
250,3.0,-0.9,4.3,0.44,0.07,0.04,67,193,19,"Bully|Tit For Tat|DoubleCrosser: (D, D)|Win-Stay Lose-Shift|Tit For 2 Tats|Meta Winner: 17 players|Soft Joss: 0.9|Defector|Anti Tit For Tat|Meta Mixer: 17 players|Evolved HMM 5|Alternator|Suspicious Tit For Tat|Evolved FSM 16|Win-Shift Lose-Stay: D|Cooperator|Cycler DC|GTFT: 0.33|Random: 0.5"
251,2.96,-0.21,5.52,0.4,0.06,0.06,77,64,10,"Bully|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|GTFT: 0.33|Meta Winner: 9 players|Anti Tit For Tat|Evolved HMM 5|Suspicious Tit For Tat|Tit For 2 Tats|Defector"
252,2.64,-0.95,4.7,1.19,0.03,0.1,88,114,7,Soft Joss: 0.9|Anti Tit For Tat|Tit For Tat|Suspicious Tit For Tat|Grudger|Bully|Tit For 2 Tats
253,3.61,-0.06,4.69,0.61,0.03,0.07,37,53,20,"Evolved HMM 5|Win-Shift Lose-Stay: D|Evolved FSM 16|Random: 0.5|Cycler DC|Grudger|Soft Joss: 0.9|GTFT: 0.33|Alternator|Suspicious Tit For Tat|Win-Stay Lose-Shift|Meta Mixer: 18 players|DoubleCrosser: (D, D)|Bully|Anti Tit For Tat|Tit For Tat|Tit For 2 Tats|Meta Winner: 18 players|Defector|Cooperator"
254,3.83,-0.78,5.33,0.72,0.03,0.09,59,60,15,"Evolved HMM 5|Cooperator|GTFT: 0.33|Random: 0.5|Bully|Meta Winner: 13 players|Meta Mixer: 13 players|Win-Shift Lose-Stay: D|Tit For Tat|Tit For 2 Tats|Alternator|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Cycler DC|Soft Joss: 0.9"
255,2.79,-0.31,4.67,0.31,0.04,0.06,40,129,11,"Anti Tit For Tat|Win-Shift Lose-Stay: D|Tit For 2 Tats|Alternator|Meta Mixer: 10 players|Cooperator|Bully|Defector|Suspicious Tit For Tat|GTFT: 0.33|DoubleCrosser: (D, D)"
256,2.76,0.22,4.18,1.92,0.06,0.02,40,147,7,"DoubleCrosser: (D, D)|Win-Stay Lose-Shift|GTFT: 0.33|Soft Joss: 0.9|Cycler DC|Cooperator|Evolved FSM 16"
257,3.08,0.73,4.28,1.6,0.03,0.07,77,35,16,"Cycler DC|Meta Mixer: 15 players|Defector|GTFT: 0.33|Bully|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Grudger|Anti Tit For Tat|Random: 0.5|Evolved FSM 16|Evolved HMM 5|Alternator|Suspicious Tit For Tat|DoubleCrosser: (D, D)|Cooperator"
258,3.48,-0.62,5.27,0.3,0.01,0.0,88,158,11,Meta Winner: 9 players|Meta Mixer: 9 players|Tit For Tat|Evolved FSM 16|Evolved HMM 5|GTFT: 0.33|Alternator|Defector|Anti Tit For Tat|Random: 0.5|Bully
259,3.21,-0.25,5.0,1.42,0.09,0.05,27,42,9,"Tit For Tat|Anti Tit For Tat|DoubleCrosser: (D, D)|Alternator|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Cooperator|Grudger|GTFT: 0.33"
260,3.73,-0.35,5.97,0.98,0.05,0.02,61,199,4,Meta Winner: 2 players|Tit For 2 Tats|GTFT: 0.33|Meta Mixer: 2 players
261,3.48,0.05,5.22,1.19,0.09,0.08,76,28,17,"Soft Joss: 0.9|Anti Tit For Tat|Tit For Tat|Evolved HMM 5|Tit For 2 Tats|Grudger|Alternator|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Random: 0.5|DoubleCrosser: (D, D)|Cooperator|Cycler DC|GTFT: 0.33|Meta Winner: 16 players|Bully|Evolved FSM 16"
262,2.84,-0.89,4.92,1.23,0.05,0.01,92,116,5,Evolved HMM 5|Cooperator|Defector|Cycler DC|Tit For 2 Tats
263,2.9,0.18,4.83,0.36,0.07,0.02,68,24,11,GTFT: 0.33|Defector|Cooperator|Bully|Evolved FSM 16|Grudger|Tit For Tat|Meta Winner: 9 players|Meta Mixer: 9 players|Anti Tit For Tat|Win-Shift Lose-Stay: D
264,3.45,0.22,5.41,1.95,0.02,0.06,15,197,8,GTFT: 0.33|Meta Mixer: 7 players|Cycler DC|Defector|Evolved FSM 16|Bully|Tit For 2 Tats|Grudger
265,2.62,0.92,4.1,1.46,0.03,0.02,26,52,3,Meta Winner: 2 players|Win-Shift Lose-Stay: D|Alternator
266,3.71,-0.99,4.92,1.09,0.09,0.02,85,169,18,"Soft Joss: 0.9|DoubleCrosser: (D, D)|Meta Winner: 16 players|Bully|Alternator|Cooperator|Win-Shift Lose-Stay: D|Cycler DC|Win-Stay Lose-Shift|GTFT: 0.33|Meta Mixer: 16 players|Evolved FSM 16|Random: 0.5|Anti Tit For Tat|Suspicious Tit For Tat|Tit For Tat|Evolved HMM 5|Tit For 2 Tats"
267,2.57,0.4,4.32,1.32,0.06,0.06,68,192,14,"Anti Tit For Tat|Bully|Win-Stay Lose-Shift|GTFT: 0.33|Grudger|Soft Joss: 0.9|Suspicious Tit For Tat|Meta Winner: 13 players|DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|Tit For 2 Tats|Cycler DC|Tit For Tat|Evolved FSM 16"
268,3.72,-0.17,4.24,0.66,0.02,0.02,17,28,19,"Bully|Random: 0.5|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|GTFT: 0.33|Cycler DC|Win-Shift Lose-Stay: D|Evolved FSM 16|Tit For 2 Tats|Defector|Meta Winner: 17 players|Tit For Tat|Evolved HMM 5|Cooperator|Anti Tit For Tat|Soft Joss: 0.9|Meta Mixer: 17 players|Grudger|Suspicious Tit For Tat"
269,3.7,1.0,4.24,1.6,0.04,0.03,81,164,9,Alternator|Suspicious Tit For Tat|Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Bully|Cycler DC|Soft Joss: 0.9|Evolved HMM 5|Tit For 2 Tats
270,3.23,-0.65,5.45,0.06,0.03,0.03,96,123,18,"Anti Tit For Tat|Cycler DC|Random: 0.5|Meta Mixer: 17 players|Soft Joss: 0.9|Evolved FSM 16|DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|Defector|Tit For Tat|Suspicious Tit For Tat|Alternator|Evolved HMM 5|GTFT: 0.33|Grudger|Bully|Tit For 2 Tats|Cooperator"
271,2.3,-0.32,4.13,1.68,0.04,0.05,31,147,15,Defector|Cooperator|Win-Stay Lose-Shift|GTFT: 0.33|Anti Tit For Tat|Cycler DC|Suspicious Tit For Tat|Random: 0.5|Tit For Tat|Meta Mixer: 13 players|Meta Winner: 13 players|Grudger|Soft Joss: 0.9|Tit For 2 Tats|Win-Shift Lose-Stay: D
272,3.88,-0.73,5.64,1.35,0.07,0.05,76,30,3,Win-Stay Lose-Shift|Anti Tit For Tat|Bully
273,2.4,0.06,4.42,0.57,0.08,0.07,44,39,8,Win-Shift Lose-Stay: D|Cooperator|Alternator|Evolved HMM 5|Meta Mixer: 6 players|Random: 0.5|Meta Winner: 6 players|Defector
274,2.77,-0.22,4.1,0.17,0.07,0.09,90,177,17,"Meta Winner: 15 players|Grudger|Win-Stay Lose-Shift|GTFT: 0.33|Suspicious Tit For Tat|Meta Mixer: 15 players|Tit For 2 Tats|Evolved HMM 5|Win-Shift Lose-Stay: D|Anti Tit For Tat|Tit For Tat|Bully|DoubleCrosser: (D, D)|Random: 0.5|Defector|Cooperator|Alternator"
275,3.37,-0.07,4.91,1.42,0.02,0.02,88,67,14,Tit For 2 Tats|Defector|GTFT: 0.33|Evolved FSM 16|Soft Joss: 0.9|Tit For Tat|Alternator|Anti Tit For Tat|Random: 0.5|Meta Winner: 12 players|Meta Mixer: 12 players|Grudger|Win-Shift Lose-Stay: D|Suspicious Tit For Tat
276,3.54,-0.75,4.34,1.21,0.01,0.08,23,84,20,"Bully|Win-Stay Lose-Shift|Evolved FSM 16|Soft Joss: 0.9|Tit For 2 Tats|Meta Mixer: 18 players|Suspicious Tit For Tat|Cooperator|Evolved HMM 5|Random: 0.5|Win-Shift Lose-Stay: D|Meta Winner: 18 players|Tit For Tat|GTFT: 0.33|Alternator|Grudger|Anti Tit For Tat|Cycler DC|DoubleCrosser: (D, D)|Defector"
277,2.68,-0.65,5.13,1.39,0.07,0.07,83,125,6,Meta Mixer: 4 players|Soft Joss: 0.9|GTFT: 0.33|Cooperator|Meta Winner: 4 players|Bully
278,2.81,0.37,4.62,1.2,0.06,0.08,51,127,4,Bully|Suspicious Tit For Tat|Cycler DC|Alternator
279,3.32,-0.42,5.51,0.91,0.06,0.04,36,175,13,"Win-Stay Lose-Shift|Meta Mixer: 11 players|Meta Winner: 11 players|DoubleCrosser: (D, D)|Grudger|Anti Tit For Tat|Evolved FSM 16|Alternator|Evolved HMM 5|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Bully|Cycler DC"
280,3.8,-1.0,4.12,1.94,0.06,0.1,24,73,3,"Tit For Tat|DoubleCrosser: (D, D)|Tit For 2 Tats"
281,3.42,-0.13,5.25,0.81,0.02,0.02,27,49,20,"Tit For 2 Tats|Grudger|DoubleCrosser: (D, D)|Cycler DC|Win-Stay Lose-Shift|Evolved FSM 16|GTFT: 0.33|Bully|Meta Winner: 18 players|Alternator|Anti Tit For Tat|Soft Joss: 0.9|Meta Mixer: 18 players|Defector|Cooperator|Suspicious Tit For Tat|Random: 0.5|Win-Shift Lose-Stay: D|Tit For Tat|Evolved HMM 5"
282,3.79,0.86,5.72,1.39,0.06,0.05,64,142,17,"Tit For 2 Tats|Grudger|Tit For Tat|Defector|DoubleCrosser: (D, D)|Win-Stay Lose-Shift|Alternator|Soft Joss: 0.9|Evolved FSM 16|Cooperator|Win-Shift Lose-Stay: D|Cycler DC|Suspicious Tit For Tat|Meta Winner: 15 players|Meta Mixer: 15 players|Bully|Random: 0.5"
283,3.14,-0.77,5.96,1.41,0.05,0.07,28,187,19,"Win-Shift Lose-Stay: D|Soft Joss: 0.9|Evolved HMM 5|Bully|Evolved FSM 16|Cooperator|Tit For Tat|GTFT: 0.33|Grudger|Tit For 2 Tats|Anti Tit For Tat|Meta Winner: 18 players|Cycler DC|DoubleCrosser: (D, D)|Alternator|Random: 0.5|Defector|Win-Stay Lose-Shift|Suspicious Tit For Tat"
284,2.94,-0.16,5.03,1.47,0.1,0.08,47,43,4,Meta Winner: 3 players|Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Anti Tit For Tat
285,3.16,0.31,5.26,1.15,0.03,0.07,13,74,18,"Bully|Cycler DC|Evolved HMM 5|Meta Winner: 16 players|Win-Shift Lose-Stay: D|Meta Mixer: 16 players|Evolved FSM 16|Win-Stay Lose-Shift|Soft Joss: 0.9|Grudger|GTFT: 0.33|Alternator|Anti Tit For Tat|Tit For 2 Tats|Tit For Tat|Suspicious Tit For Tat|Defector|DoubleCrosser: (D, D)"
286,3.62,0.4,4.89,0.52,0.05,0.08,14,88,5,"Cycler DC|Meta Winner: 4 players|Random: 0.5|DoubleCrosser: (D, D)|Tit For 2 Tats"
287,2.88,-0.58,4.48,1.28,0.07,0.03,92,68,6,Anti Tit For Tat|Defector|Soft Joss: 0.9|Tit For 2 Tats|Random: 0.5|Cycler DC
288,3.9,-0.53,4.95,1.84,0.07,0.04,43,38,19,"DoubleCrosser: (D, D)|Alternator|Win-Stay Lose-Shift|Soft Joss: 0.9|Tit For 2 Tats|GTFT: 0.33|Defector|Win-Shift Lose-Stay: D|Evolved HMM 5|Meta Mixer: 17 players|Anti Tit For Tat|Random: 0.5|Meta Winner: 17 players|Suspicious Tit For Tat|Cooperator|Cycler DC|Bully|Evolved FSM 16|Tit For Tat"
289,2.2,-0.22,4.53,1.31,0.08,0.07,96,151,9,"Evolved HMM 5|GTFT: 0.33|Defector|Meta Mixer: 7 players|Alternator|Meta Winner: 7 players|Random: 0.5|Anti Tit For Tat|DoubleCrosser: (D, D)"
290,3.05,-0.3,4.82,1.37,0.07,0.03,14,7,5,Anti Tit For Tat|Suspicious Tit For Tat|Cooperator|Evolved FSM 16|Bully
291,3.93,0.39,5.13,1.79,0.03,0.05,19,164,17,"Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|GTFT: 0.33|Meta Winner: 15 players|Defector|Tit For 2 Tats|Anti Tit For Tat|Cycler DC|Alternator|Suspicious Tit For Tat|Evolved FSM 16|Random: 0.5|Grudger|Bully|Win-Stay Lose-Shift|Meta Mixer: 15 players|Cooperator"
292,3.96,-0.21,4.14,0.4,0.06,0.01,79,197,16,"Suspicious Tit For Tat|Cooperator|Soft Joss: 0.9|Win-Shift Lose-Stay: D|Meta Mixer: 15 players|Alternator|Anti Tit For Tat|DoubleCrosser: (D, D)|Win-Stay Lose-Shift|Cycler DC|Tit For Tat|Evolved FSM 16|Grudger|Tit For 2 Tats|Defector|Evolved HMM 5"
293,3.33,0.4,5.87,0.53,0.09,0.06,75,182,18,"Random: 0.5|DoubleCrosser: (D, D)|Tit For 2 Tats|Bully|Tit For Tat|Alternator|Suspicious Tit For Tat|Grudger|Meta Winner: 16 players|Anti Tit For Tat|Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Defector|Evolved HMM 5|Evolved FSM 16|Meta Mixer: 16 players|Cooperator|Soft Joss: 0.9"
294,3.92,0.07,5.26,0.18,0.1,0.01,68,195,12,Suspicious Tit For Tat|Defector|Evolved FSM 16|Anti Tit For Tat|Tit For 2 Tats|GTFT: 0.33|Cooperator|Cycler DC|Grudger|Meta Winner: 10 players|Evolved HMM 5|Meta Mixer: 10 players
295,3.77,-0.62,4.97,0.88,0.0,0.0,85,62,18,"Tit For 2 Tats|Bully|Evolved FSM 16|Win-Stay Lose-Shift|Random: 0.5|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Meta Winner: 16 players|Tit For Tat|Alternator|GTFT: 0.33|Defector|Evolved HMM 5|Meta Mixer: 16 players|Soft Joss: 0.9|Grudger|Cooperator|Cycler DC"
296,3.31,0.88,4.42,1.05,0.09,0.05,84,60,5,Anti Tit For Tat|Cycler DC|Random: 0.5|Alternator|Evolved FSM 16
297,3.24,0.3,5.81,0.49,0.0,0.06,49,25,17,"Meta Winner: 15 players|Defector|Bully|Cooperator|Evolved HMM 5|Tit For Tat|Win-Stay Lose-Shift|Tit For 2 Tats|DoubleCrosser: (D, D)|Random: 0.5|Anti Tit For Tat|GTFT: 0.33|Suspicious Tit For Tat|Evolved FSM 16|Meta Mixer: 15 players|Win-Shift Lose-Stay: D|Soft Joss: 0.9"
298,3.37,-0.36,4.24,1.09,0.1,0.02,15,152,8,GTFT: 0.33|Bully|Cooperator|Win-Shift Lose-Stay: D|Cycler DC|Tit For 2 Tats|Suspicious Tit For Tat|Meta Mixer: 7 players
299,2.2,0.22,4.08,1.69,0.08,0.0,72,21,3,Alternator|Defector|Bully
300,3.19,0.39,5.41,0.57,0.08,0.05,26,53,7,"Win-Shift Lose-Stay: D|Evolved HMM 5|Soft Joss: 0.9|DoubleCrosser: (D, D)|Tit For Tat|Bully|Win-Stay Lose-Shift"
301,3.19,0.22,5.38,1.43,0.01,0.08,48,90,16,"Alternator|Evolved FSM 16|Tit For Tat|Suspicious Tit For Tat|Cooperator|Win-Shift Lose-Stay: D|Anti Tit For Tat|Win-Stay Lose-Shift|Defector|Soft Joss: 0.9|GTFT: 0.33|Random: 0.5|Meta Mixer: 15 players|Evolved HMM 5|Grudger|DoubleCrosser: (D, D)"
302,3.29,-0.13,4.09,0.57,0.03,0.08,68,12,6,Anti Tit For Tat|Evolved FSM 16|Defector|Meta Mixer: 5 players|Alternator|Tit For Tat
303,2.22,-0.53,4.46,0.46,0.04,0.02,38,19,18,"Meta Mixer: 16 players|Random: 0.5|Anti Tit For Tat|DoubleCrosser: (D, D)|Cycler DC|Cooperator|Win-Stay Lose-Shift|Tit For Tat|Bully|Suspicious Tit For Tat|Defector|Grudger|Tit For 2 Tats|Evolved HMM 5|Evolved FSM 16|Win-Shift Lose-Stay: D|Meta Winner: 16 players|Alternator"
304,2.93,0.52,4.22,0.84,0.02,0.03,30,164,8,"Meta Mixer: 6 players|Evolved FSM 16|Tit For Tat|Bully|DoubleCrosser: (D, D)|Random: 0.5|Win-Shift Lose-Stay: D|Meta Winner: 6 players"
305,2.86,-0.5,4.03,1.75,0.04,0.02,85,39,3,"DoubleCrosser: (D, D)|Anti Tit For Tat|Meta Mixer: 2 players"
306,3.47,-0.15,5.98,1.01,0.04,0.08,99,26,17,"Random: 0.5|Tit For Tat|Bully|Alternator|DoubleCrosser: (D, D)|Cooperator|Evolved FSM 16|Defector|Cycler DC|Soft Joss: 0.9|Anti Tit For Tat|Evolved HMM 5|Meta Mixer: 15 players|Tit For 2 Tats|Meta Winner: 15 players|Win-Stay Lose-Shift|GTFT: 0.33"
307,3.49,-0.09,5.72,0.05,0.08,0.09,61,48,14,Soft Joss: 0.9|Alternator|Bully|Tit For 2 Tats|GTFT: 0.33|Win-Shift Lose-Stay: D|Meta Mixer: 12 players|Cycler DC|Suspicious Tit For Tat|Evolved HMM 5|Win-Stay Lose-Shift|Meta Winner: 12 players|Cooperator|Grudger
308,3.82,-0.9,5.03,0.73,0.04,0.05,15,94,14,"Defector|Evolved FSM 16|Bully|Suspicious Tit For Tat|Cycler DC|Meta Winner: 12 players|Cooperator|Win-Shift Lose-Stay: D|Anti Tit For Tat|GTFT: 0.33|Tit For Tat|DoubleCrosser: (D, D)|Tit For 2 Tats|Meta Mixer: 12 players"
309,2.53,-0.45,4.71,1.36,0.01,0.03,72,129,19,"Cooperator|Random: 0.5|Evolved FSM 16|Win-Stay Lose-Shift|Soft Joss: 0.9|Evolved HMM 5|Defector|Tit For 2 Tats|GTFT: 0.33|Anti Tit For Tat|Meta Winner: 17 players|Tit For Tat|Grudger|Alternator|Meta Mixer: 17 players|Win-Shift Lose-Stay: D|Bully|Suspicious Tit For Tat|DoubleCrosser: (D, D)"
310,2.22,-0.7,4.33,0.3,0.02,0.1,12,76,16,"Evolved FSM 16|Cycler DC|Random: 0.5|Grudger|DoubleCrosser: (D, D)|Tit For Tat|Evolved HMM 5|GTFT: 0.33|Alternator|Meta Mixer: 14 players|Cooperator|Anti Tit For Tat|Meta Winner: 14 players|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|Tit For 2 Tats"
311,2.82,0.29,5.29,0.69,0.03,0.06,99,136,20,"Soft Joss: 0.9|Meta Winner: 18 players|Win-Stay Lose-Shift|Cycler DC|Evolved FSM 16|Bully|Tit For 2 Tats|Evolved HMM 5|Cooperator|Tit For Tat|Defector|DoubleCrosser: (D, D)|Alternator|Anti Tit For Tat|Meta Mixer: 18 players|Random: 0.5|Grudger|GTFT: 0.33|Win-Shift Lose-Stay: D|Suspicious Tit For Tat"
312,2.88,-0.59,5.15,0.74,0.07,0.07,54,38,14,"Soft Joss: 0.9|Evolved FSM 16|Defector|Win-Stay Lose-Shift|Cooperator|Meta Winner: 12 players|Alternator|Suspicious Tit For Tat|Tit For Tat|Bully|Grudger|Meta Mixer: 12 players|GTFT: 0.33|DoubleCrosser: (D, D)"
313,3.79,0.51,4.59,1.94,0.1,0.07,82,187,17,GTFT: 0.33|Cooperator|Random: 0.5|Anti Tit For Tat|Cycler DC|Meta Winner: 15 players|Win-Shift Lose-Stay: D|Evolved HMM 5|Evolved FSM 16|Alternator|Suspicious Tit For Tat|Meta Mixer: 15 players|Tit For Tat|Bully|Soft Joss: 0.9|Win-Stay Lose-Shift|Defector
314,3.92,-0.21,5.35,1.95,0.05,0.06,75,15,14,"Tit For 2 Tats|Cycler DC|DoubleCrosser: (D, D)|Grudger|Meta Winner: 12 players|Defector|Alternator|Meta Mixer: 12 players|Soft Joss: 0.9|Evolved HMM 5|Random: 0.5|Tit For Tat|Anti Tit For Tat|Win-Shift Lose-Stay: D"
315,3.61,-0.15,4.58,1.94,0.09,0.01,85,154,5,Cycler DC|Suspicious Tit For Tat|Win-Stay Lose-Shift|Random: 0.5|GTFT: 0.33
316,3.92,-0.82,4.13,1.51,0.04,0.09,63,45,20,"Soft Joss: 0.9|Meta Mixer: 18 players|Cycler DC|Suspicious Tit For Tat|Defector|DoubleCrosser: (D, D)|Evolved HMM 5|Evolved FSM 16|Win-Shift Lose-Stay: D|Tit For Tat|Alternator|Tit For 2 Tats|Grudger|Cooperator|GTFT: 0.33|Meta Winner: 18 players|Anti Tit For Tat|Win-Stay Lose-Shift|Bully|Random: 0.5"
317,3.91,-0.05,4.53,1.67,0.07,0.09,63,46,18,"Tit For Tat|Alternator|Cooperator|Win-Shift Lose-Stay: D|Random: 0.5|Anti Tit For Tat|Win-Stay Lose-Shift|Grudger|Defector|DoubleCrosser: (D, D)|Meta Winner: 16 players|Suspicious Tit For Tat|Cycler DC|Tit For 2 Tats|Evolved HMM 5|Evolved FSM 16|Meta Mixer: 16 players|Soft Joss: 0.9"
318,3.15,-0.67,5.03,1.69,0.01,0.03,98,35,14,"Defector|Anti Tit For Tat|Win-Shift Lose-Stay: D|Grudger|DoubleCrosser: (D, D)|GTFT: 0.33|Meta Winner: 12 players|Alternator|Cycler DC|Evolved HMM 5|Evolved FSM 16|Meta Mixer: 12 players|Cooperator|Suspicious Tit For Tat"
319,3.53,-0.67,5.26,1.2,0.03,0.03,97,78,11,Grudger|Cooperator|Evolved FSM 16|Meta Winner: 10 players|Cycler DC|Alternator|Bully|Win-Shift Lose-Stay: D|Random: 0.5|Defector|Tit For Tat
320,3.84,-0.56,4.82,0.33,0.05,0.08,81,158,19,"Evolved FSM 16|Meta Winner: 17 players|Cooperator|DoubleCrosser: (D, D)|Soft Joss: 0.9|Random: 0.5|Anti Tit For Tat|Evolved HMM 5|Bully|Alternator|Tit For Tat|Defector|Cycler DC|Win-Shift Lose-Stay: D|Grudger|Tit For 2 Tats|Meta Mixer: 17 players|Suspicious Tit For Tat|Win-Stay Lose-Shift"
321,2.61,-0.76,4.34,1.49,0.01,0.07,98,59,12,"Cycler DC|Suspicious Tit For Tat|Meta Winner: 11 players|Bully|DoubleCrosser: (D, D)|Grudger|Tit For 2 Tats|Random: 0.5|Anti Tit For Tat|Soft Joss: 0.9|Alternator|Tit For Tat"
322,3.34,0.56,4.13,1.51,0.09,0.02,35,48,14,Alternator|Bully|Cycler DC|Win-Shift Lose-Stay: D|Grudger|Defector|Meta Mixer: 12 players|Evolved HMM 5|Random: 0.5|Win-Stay Lose-Shift|Cooperator|Tit For 2 Tats|Anti Tit For Tat|Meta Winner: 12 players
323,3.53,0.43,5.64,1.06,0.1,0.02,78,2,6,Suspicious Tit For Tat|Evolved HMM 5|Random: 0.5|Grudger|Defector|Tit For Tat
324,3.03,0.52,4.85,0.82,0.03,0.05,76,35,18,"Grudger|Win-Stay Lose-Shift|Evolved FSM 16|Anti Tit For Tat|Bully|Defector|Tit For Tat|Evolved HMM 5|Suspicious Tit For Tat|Cycler DC|DoubleCrosser: (D, D)|GTFT: 0.33|Meta Mixer: 16 players|Tit For 2 Tats|Win-Shift Lose-Stay: D|Cooperator|Random: 0.5|Meta Winner: 16 players"
325,2.88,-0.83,4.21,1.32,0.01,0.04,85,27,8,"Bully|Grudger|Suspicious Tit For Tat|GTFT: 0.33|Evolved FSM 16|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Random: 0.5"
326,3.68,-0.44,4.25,1.45,0.07,0.06,44,194,15,"Grudger|Random: 0.5|Tit For 2 Tats|Meta Mixer: 13 players|Win-Shift Lose-Stay: D|Bully|Evolved FSM 16|Tit For Tat|Anti Tit For Tat|Meta Winner: 13 players|Cycler DC|DoubleCrosser: (D, D)|Evolved HMM 5|GTFT: 0.33|Defector"
327,2.61,0.52,4.65,1.25,0.07,0.05,73,120,9,Win-Stay Lose-Shift|Random: 0.5|Meta Mixer: 8 players|Evolved HMM 5|Win-Shift Lose-Stay: D|Evolved FSM 16|Defector|Tit For 2 Tats|Soft Joss: 0.9
328,3.91,-0.14,5.09,0.06,0.09,0.04,50,97,17,"Soft Joss: 0.9|Anti Tit For Tat|Meta Mixer: 15 players|Defector|Win-Stay Lose-Shift|Meta Winner: 15 players|Grudger|Bully|Tit For Tat|Suspicious Tit For Tat|Tit For 2 Tats|Cycler DC|GTFT: 0.33|Cooperator|Alternator|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)"
329,3.37,-0.05,5.32,1.14,0.09,0.05,60,68,18,"Meta Mixer: 16 players|Tit For 2 Tats|Grudger|Win-Stay Lose-Shift|GTFT: 0.33|Alternator|Soft Joss: 0.9|Evolved HMM 5|DoubleCrosser: (D, D)|Bully|Defector|Meta Winner: 16 players|Evolved FSM 16|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|Random: 0.5|Cooperator|Tit For Tat"
330,3.98,-0.89,4.86,0.82,0.02,0.02,49,152,5,Bully|Win-Stay Lose-Shift|Cooperator|GTFT: 0.33|Defector
331,2.65,0.73,4.04,0.92,0.06,0.09,44,6,18,Meta Mixer: 17 players|Alternator|GTFT: 0.33|Tit For 2 Tats|Evolved HMM 5|Defector|Win-Stay Lose-Shift|Anti Tit For Tat|Tit For Tat|Random: 0.5|Cooperator|Soft Joss: 0.9|Grudger|Cycler DC|Win-Shift Lose-Stay: D|Bully|Evolved FSM 16|Suspicious Tit For Tat
332,3.94,0.27,4.6,0.4,0.1,0.01,78,55,12,"Win-Shift Lose-Stay: D|Anti Tit For Tat|Win-Stay Lose-Shift|Tit For 2 Tats|Tit For Tat|Evolved FSM 16|Grudger|Meta Mixer: 11 players|DoubleCrosser: (D, D)|Soft Joss: 0.9|Evolved HMM 5|Defector"
333,3.13,-0.15,4.55,1.06,0.03,0.01,48,130,12,"DoubleCrosser: (D, D)|Evolved FSM 16|GTFT: 0.33|Suspicious Tit For Tat|Meta Winner: 11 players|Evolved HMM 5|Cycler DC|Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Tit For Tat|Grudger|Bully"
